PScore_7001,Weight_7001,MatchId,Id,锘縄D,patchSetNum,changeId,orderTime,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall
0.42522687970343725,1,124,118,118,12,689,2016-11-15 19:18:00,2016-11-02 21:31:00,2016-11-15 19:17:00,0,2,16,805,3,6,13,1
0.42522687970343725,1,125,119,119,12,689,2016-11-15 19:18:00,2016-11-02 21:31:00,2016-11-15 19:17:00,0,2,16,805,3,6,13,1
0.6583129890432041,1,14700,120,120,5,689,2016-11-09 13:46:00,2016-11-02 21:31:00,2016-11-09 02:06:00,11,2,8,365,2,9,13,1
0.44849853634310743,1,11939,121,121,2,689,2016-11-03 16:28:00,2016-11-02 21:31:00,2016-11-03 14:22:00,2,2,5,194,2,5,13,1
0.44849853634310743,1,10474,122,122,2,689,2016-11-04 12:54:00,2016-11-02 21:31:00,2016-11-03 14:22:00,22,2,5,194,2,5,13,1
0.4252719532049274,1,2504,123,123,8,689,2016-11-14 16:30:00,2016-11-02 21:31:00,2016-11-14 15:18:00,1,2,16,973,3,6,13,1
0.4252719532049274,1,118,124,124,8,689,2016-11-15 04:34:00,2016-11-02 21:31:00,2016-11-14 15:18:00,13,2,16,973,3,6,13,0
0.4252719532049274,1,119,125,125,8,689,2016-11-15 13:54:00,2016-11-02 21:31:00,2016-11-14 15:18:00,22,2,16,973,3,6,13,0
0.3960486355751894,1,9705,126,126,4,689,2016-11-09 00:24:00,2016-11-02 21:31:00,2016-11-08 22:00:00,2,2,7,363,2,4,13,1
0.3735557129922037,1,128,127,127,13,689,2016-11-15 20:14:00,2016-11-02 21:31:00,2016-11-15 20:11:00,0,2,15,769,3,5,13,0
0.3735557129922037,1,127,128,128,13,689,2016-11-15 21:29:00,2016-11-02 21:31:00,2016-11-15 20:11:00,1,2,15,769,3,5,13,1
0.39632276221474794,1,4264,129,129,9,689,2016-11-14 22:20:00,2016-11-02 21:31:00,2016-11-14 21:02:00,1,2,15,927,2,4,13,1
0.3963020115298125,1,11123,130,130,10,689,2016-11-15 04:40:00,2016-11-02 21:31:00,2016-11-15 04:35:00,0,2,16,788,2,4,13,1
0.3963020115298125,1,11602,131,131,10,689,2016-11-15 07:20:00,2016-11-02 21:31:00,2016-11-15 04:35:00,2,2,16,788,2,4,13,1
0.3246634378989177,1,8964,132,132,11,689,2016-11-15 15:29:00,2016-11-02 21:31:00,2016-11-15 13:51:00,1,2,16,805,3,4,13,1
0.14051764867260916,0,,133,133,2,690,2016-11-15 21:19:00,2016-11-12 13:33:00,2016-11-15 20:59:00,0,2,1,22,3,4,2,0
0.11869527509067707,0,,134,134,1,691,2016-11-15 20:45:00,2016-11-15 19:47:00,2016-11-15 19:47:00,0,2,2,4,4,5,1,0
0.11870285256788944,0,,135,135,1,692,2016-11-15 20:05:00,2016-11-15 19:26:00,2016-11-15 19:27:00,0,2,3,10,4,5,1,0
0.14051844411546277,0,,136,136,2,693,2016-11-15 19:20:00,2016-11-15 16:43:00,2016-11-15 19:14:00,0,2,1,28,3,4,2,0
0.1553543625696792,0,,137,137,1,694,2016-11-15 19:17:00,2016-11-11 00:15:00,2016-11-11 00:15:00,115,2,2,88,3,5,1,0
0.1553422634896419,0,,138,138,1,695,2016-11-15 19:00:00,2016-11-15 18:30:00,2016-11-15 18:55:00,0,2,2,4,3,5,1,0
0.1527575594669398,1,1746,139,139,3,696,2016-11-15 16:46:00,2016-11-14 14:16:00,2016-11-15 16:45:00,0,2,1,2,3,4,3,0
0.4297211043034878,1,12280,140,140,4,697,2016-10-26 17:05:00,2016-10-04 02:01:00,2016-10-26 04:02:00,13,2,2,367,3,7,11,1
0.30286463026456456,1,9342,141,141,2,697,2016-10-20 12:52:00,2016-10-04 02:01:00,2016-10-07 13:12:00,311,2,2,268,2,3,11,0
0.42973832080756075,1,12932,142,142,9,697,2016-11-15 04:24:00,2016-10-04 02:01:00,2016-11-14 16:35:00,11,2,2,431,3,7,11,1
0.37789458394385933,1,144,143,143,6,697,2016-10-31 20:42:00,2016-10-04 02:01:00,2016-10-31 18:48:00,1,2,2,394,3,6,11,1
0.37789458394385933,1,143,144,144,6,697,2016-11-03 19:11:00,2016-10-04 02:01:00,2016-10-31 18:48:00,72,2,2,394,3,6,11,0
0.37789458394385933,1,15074,145,145,6,697,2016-11-03 19:20:00,2016-10-04 02:01:00,2016-10-31 18:48:00,72,2,2,394,3,6,11,0
0.37789458394385933,1,22428,146,146,6,697,2016-11-03 22:06:00,2016-10-04 02:01:00,2016-10-31 18:48:00,75,2,2,394,3,6,11,0
0.28302100277459663,1,7180,147,147,11,697,2016-11-15 15:45:00,2016-10-04 02:01:00,2016-11-15 15:34:00,0,2,2,429,3,4,11,0
0.28302100277459663,1,7181,148,148,11,697,2016-11-15 16:02:00,2016-10-04 02:01:00,2016-11-15 15:34:00,0,2,2,429,3,4,11,0
0.3502003012823682,1,14998,149,149,1,697,2016-10-06 21:53:00,2016-10-04 02:01:00,2016-10-06 20:38:00,1,2,2,268,2,4,11,1
0.37790310001693106,1,151,150,150,8,697,2016-11-14 06:15:00,2016-10-04 02:01:00,2016-11-14 03:25:00,2,2,2,427,3,6,11,1
0.37790310001693106,1,150,151,151,8,697,2016-11-14 16:37:00,2016-10-04 02:01:00,2016-11-14 03:25:00,13,2,2,427,3,6,11,0
0.2013261358463878,0,,152,152,3,698,2016-11-15 17:59:00,2016-11-07 04:10:00,2016-11-08 00:35:00,185,2,1,45,4,7,3,0
0.15533333545361414,1,15434,153,153,1,699,2016-11-15 17:48:00,2016-11-15 17:45:00,2016-11-15 17:45:00,0,2,1,2,3,5,1,0
0.1659727188359708,1,22292,154,154,4,700,2016-11-15 17:30:00,2016-11-07 20:58:00,2016-11-15 17:29:00,0,2,12,78,3,4,4,0
0.18604601882607236,0,,155,155,2,701,2016-11-04 20:48:00,2016-11-04 18:48:00,2016-11-04 20:00:00,0,2,1,46,4,7,2,0
0.18604601882607236,0,,156,156,2,701,2016-11-04 21:37:00,2016-11-04 18:48:00,2016-11-04 20:00:00,1,2,1,46,4,7,2,0
0.18604601882607236,0,,157,157,2,701,2016-11-04 23:04:00,2016-11-04 18:48:00,2016-11-04 20:00:00,3,2,1,46,4,7,2,0
0.26021736651170585,1,711,158,158,1,701,2016-11-04 19:59:00,2016-11-04 18:48:00,2016-11-04 18:50:00,1,2,1,47,4,9,2,1
0.26021736651170585,1,22530,159,159,1,701,2016-11-04 20:06:00,2016-11-04 18:48:00,2016-11-04 18:50:00,1,2,1,47,4,9,2,1
0.16863137934296532,0,,160,160,2,702,2016-11-04 21:45:00,2016-11-03 18:33:00,2016-11-04 20:19:00,1,2,2,57,3,5,2,0
0.11882553673102618,0,,161,161,1,703,2016-11-04 20:58:00,2016-11-04 17:09:00,2016-11-04 17:09:00,3,2,13,478,4,5,1,0
0.1187025080648182,0,,162,162,1,704,2016-11-04 20:24:00,2016-11-03 15:06:00,2016-11-04 20:08:00,0,2,3,7,4,5,1,0
0.14051499722363403,1,15460,163,163,2,705,2016-11-04 19:30:00,2016-11-04 15:44:00,2016-11-04 19:16:00,0,2,1,2,3,4,2,0
0.1426883345659071,0,,164,164,3,706,2016-11-04 19:21:00,2016-10-29 09:28:00,2016-11-04 17:41:00,1,2,174,4204,4,5,3,0
0.12931514837187438,1,166,165,165,2,707,2016-11-04 19:15:00,2016-11-04 10:49:00,2016-11-04 15:48:00,3,2,1,2,4,5,2,1
0.12931514837187438,1,165,166,166,2,707,2016-11-04 19:15:00,2016-11-04 10:49:00,2016-11-04 15:48:00,3,2,1,2,4,5,2,0
0.14059069809757727,0,,167,167,2,708,2016-11-04 18:52:00,2016-10-29 12:02:00,2016-11-04 15:38:00,3,2,10,33,3,4,2,0
0.22737082596715952,1,11278,168,168,8,709,2016-11-04 18:12:00,2016-11-01 16:52:00,2016-11-04 18:08:00,0,2,4,274,3,4,8,0
0.28665748069374786,1,4849,169,169,3,709,2016-11-02 21:22:00,2016-11-01 16:52:00,2016-11-02 21:14:00,0,2,4,274,2,4,8,1
0.11888876836340749,0,,170,170,2,710,2016-11-04 18:24:00,2016-11-04 18:12:00,2016-11-04 18:17:00,0,2,1,39,5,6,2,0
0.1553447137950859,0,,171,171,1,711,2016-11-04 17:51:00,2016-11-03 18:33:00,2016-11-03 18:33:00,23,2,1,81,3,5,1,0
0.22796429515531175,1,1455,172,172,4,712,2016-10-25 14:59:00,2016-10-04 09:52:00,2016-10-21 11:37:00,99,2,28,1909,3,4,8,1
0.22822173158958,1,21303,173,173,8,712,2016-11-04 17:43:00,2016-10-04 09:52:00,2016-11-03 17:12:00,24,2,28,3241,3,4,8,0
0.18604664951053687,0,,174,174,5,713,2016-11-04 17:20:00,2016-10-24 15:58:00,2016-11-04 13:43:00,3,2,176,27274,3,4,5,0
0.1431769677881548,0,,175,175,1,714,2016-11-04 17:14:00,2016-11-04 16:39:00,2016-11-04 16:39:00,0,2,2,149,4,6,1,0
0.14317790718088075,0,,176,176,1,715,2016-11-04 17:12:00,2016-11-02 01:10:00,2016-11-02 01:12:00,64,2,4,36,4,6,1,0
0.14315905834108691,0,,177,177,1,716,2016-11-04 17:04:00,2016-11-02 23:59:00,2016-11-03 16:43:00,24,2,2,16,4,6,1,0
