"timestampdiff(HOUR, t_revision.rev_createdTime, t_revision.rev_committedTime)","rev_patchSetNum","rev_changeId"
"0","1","5982"
"0","1","5983"
"0","1","5984"
"1","1","5985"
"1","1","5986"
"1","1","5987"
"1","1","5988"
"1","1","5989"
"1","1","5990"
"1","1","5991"
"1","1","5992"
"0","1","5993"
"0","1","5994"
"0","1","5995"
"0","1","5996"
"0","1","5997"
"0","1","5998"
"46","1","5999"
"46","1","6000"
"0","1","6001"
"0","1","6002"
"0","1","6003"
"0","1","6004"
"0","1","6005"
"1","1","6006"
"20","1","6007"
"0","1","6008"
"0","1","6009"
"0","1","6010"
"0","1","6011"
"0","1","6012"
"0","1","6013"
"0","1","6014"
"0","1","6015"
"0","1","6016"
"0","1","6017"
"0","1","6018"
"0","1","6019"
"0","1","6020"
"0","1","6021"
"0","1","6022"
"0","1","6023"
"0","1","6024"
"15","1","6025"
"0","1","6026"
"0","1","6027"
"0","1","6028"
"48","1","6029"
"0","1","6030"
"0","1","6031"
"0","1","6032"
"0","1","6033"
"0","1","6034"
"0","1","6035"
"0","1","6036"
"0","1","6037"
"0","1","6038"
"0","1","6039"
"0","1","6040"
"216","1","6041"
"0","1","6042"
"0","1","6043"
"0","1","6044"
"0","1","6045"
"2","1","6046"
"0","1","6047"
"2","1","6048"
"0","1","6050"
"0","1","6051"
"0","1","6052"
"0","1","6053"
"5","1","6054"
"113","1","6055"
"2","1","6056"
"1","1","6057"
"0","1","6058"
"90","1","6059"
"0","1","6060"
"0","1","6061"
"0","1","6062"
"21","1","6065"
"0","1","6066"
"0","1","6067"
"0","1","6068"
"1","1","6069"
"2358","1","6070"
"30","1","6071"
"0","1","6072"
"0","1","6073"
"0","1","6074"
"0","1","6075"
"0","1","6076"
"0","1","6078"
"2","1","6079"
"0","1","6080"
"0","1","6081"
"78","1","6082"
"0","1","6083"
"0","1","6084"
"0","1","6085"
"542","1","6086"
"0","1","6087"
"0","1","6088"
"0","1","6089"
"0","1","6090"
"0","1","6091"
"47","1","6092"
"0","1","6096"
"0","1","6099"
"0","1","6100"
"0","1","6101"
"2","1","6102"
"0","1","6103"
"0","1","6104"
"0","1","6105"
"0","1","6106"
"0","1","6107"
"0","1","6108"
"0","1","6109"
"0","1","6110"
"0","1","6111"
"1","1","6117"
"0","1","6118"
"0","1","6120"
"94","1","6121"
"0","1","6122"
"15","1","6123"
"0","1","6124"
"26","1","6125"
"985","1","6126"
"985","1","6127"
"0","1","6128"
"1","1","6129"
"0","1","6130"
"0","1","6131"
"0","1","6132"
"0","1","6133"
"45","1","6134"
"46","1","6135"
"0","1","6136"
"0","1","6137"
"0","1","6138"
"0","1","6139"
"0","1","6140"
"0","1","6141"
"0","1","6142"
"0","1","6143"
"0","1","6144"
"0","1","6145"
"0","1","6146"
"0","1","6147"
"0","1","6148"
"0","1","6149"
"0","1","6150"
"0","1","6151"
"0","1","6152"
"2","1","6153"
"0","1","6154"
"0","1","6155"
"0","1","6156"
"0","1","6157"
"0","1","6158"
"0","1","6159"
"0","1","6160"
"0","1","6161"
"1","1","6162"
"16","1","6163"
"17","1","6164"
"18","1","6165"
"20","1","6166"
"0","1","6167"
"2","1","6168"
"0","1","6169"
"5","1","6170"
"5","1","6171"
"0","1","6172"
"2","1","6173"
"0","1","6174"
"0","1","6175"
"4","1","6176"
"0","1","6177"
"0","1","6178"
"0","1","6179"
"0","1","6180"
"0","1","6181"
"0","1","6182"
"0","1","6183"
"0","1","6184"
"0","1","6185"
"2","1","6186"
"14","1","6187"
"0","1","6188"
"0","1","6189"
"0","1","6190"
"0","1","6191"
"0","1","6192"
"0","1","6193"
"0","1","6194"
"0","1","6195"
"0","1","6196"
"8","1","6197"
"8","1","6198"
"8","1","6199"
"0","1","6200"
"0","1","6201"
"0","1","6202"
"0","1","6203"
"0","1","6204"
"0","1","6205"
"0","1","6206"
"0","1","6207"
"0","1","6208"
"0","1","6209"
"0","1","6210"
"0","1","6211"
"0","1","6212"
"0","1","6214"
"0","1","6215"
"0","1","6216"
"388","1","6217"
"0","1","6218"
"0","1","6219"
"0","1","6220"
"1","1","6221"
"1","1","6222"
"0","1","6223"
"2","1","6224"
"0","1","6225"
"141","1","6226"
"0","1","6227"
"195","1","6228"
"89","1","6229"
"0","1","6230"
"0","1","6231"
"0","1","6232"
"0","1","6233"
"0","1","6234"
"0","1","6235"
"1","1","6236"
"0","1","6237"
"0","1","6238"
"0","1","6239"
"0","1","6240"
"0","1","6241"
"0","1","6242"
"0","1","6243"
"0","1","6244"
"0","1","6245"
"0","1","6246"
"0","1","6247"
"0","1","6248"
"0","1","6249"
"0","1","6250"
"0","1","6251"
"0","1","6252"
"0","1","6253"
"0","1","6254"
"0","1","6255"
"0","1","6256"
"0","1","6257"
"0","1","6258"
"0","1","6259"
"0","1","6260"
"0","1","6261"
"0","1","6262"
"1","1","6263"
"0","1","6264"
"0","1","6265"
"0","1","6266"
"56","1","6267"
"0","1","6268"
"0","1","6269"
"0","1","6270"
"0","1","6271"
"0","1","6272"
"0","1","6273"
"65","1","6274"
"89","1","6275"
"0","1","6276"
"0","1","6277"
"0","1","6278"
"0","1","6279"
"4","1","6280"
"0","1","6281"
"0","1","6282"
"0","1","6283"
"0","1","6284"
"0","1","6285"
"0","1","6286"
"0","1","6287"
"0","1","6288"
"1","1","6289"
"15","1","6290"
"15","1","6291"
"0","1","6292"
"0","1","6293"
"0","1","6294"
"13","1","6295"
"0","1","6296"
"1891","1","6297"
"0","1","6298"
"2","1","6299"
"163","1","6300"
"0","1","6301"
"0","1","6302"
"16","1","6303"
"0","1","6304"
"0","1","6305"
"0","1","6306"
"0","1","6307"
"0","1","6308"
"0","1","6309"
"0","1","6310"
"0","1","6311"
"0","1","6312"
"0","1","6313"
"0","1","6314"
"0","1","6315"
"34","1","6316"
"0","1","6317"
"0","1","6318"
"217","1","6319"
"22","1","6320"
"411","1","6321"
"0","1","6322"
"0","1","6323"
"0","1","6324"
"0","1","6325"
"0","1","6326"
"1","1","6327"
"0","1","6328"
"0","1","6329"
"0","1","6330"
"0","1","6331"
"0","1","6332"
"0","1","6333"
"0","1","6334"
"0","1","6335"
"0","1","6336"
"0","1","6337"
"0","1","6338"
"0","1","6339"
"0","1","6340"
"0","1","6341"
"0","1","6342"
"0","1","6343"
"0","1","6344"
"0","1","6345"
"0","1","6346"
"0","1","6347"
"0","1","6348"
"0","1","6349"
"0","1","6350"
"0","1","6351"
"0","1","6352"
"0","1","6353"
"0","1","6354"
"0","1","6355"
"0","1","6356"
"0","1","6357"
"0","1","6358"
"0","1","6359"
"0","1","6360"
"0","1","6361"
"0","1","6362"
"0","1","6363"
"0","1","6364"
"0","1","6365"
"0","1","6366"
"0","1","6367"
"0","1","6368"
"0","1","6369"
"0","1","6370"
"0","1","6371"
"0","1","6372"
"0","1","6373"
"0","1","6374"
"0","1","6375"
"0","1","6376"
"0","1","6377"
"0","1","6378"
"0","1","6379"
"0","1","6380"
"0","1","6381"
"0","1","6382"
"0","1","6383"
"0","1","6384"
"0","1","6385"
"0","1","6386"
"0","1","6387"
"0","1","6388"
"0","1","6389"
"0","1","6390"
"0","1","6391"
"0","1","6392"
"0","1","6393"
"0","1","6394"
"0","1","6395"
"0","1","6396"
"25","1","6397"
"30","1","6398"
"246","1","6399"
"25","1","6400"
"0","1","6401"
"0","1","6402"
"0","1","6403"
"0","1","6404"
"45","1","6405"
"0","1","6406"
"0","1","6407"
"4","1","6408"
"0","1","6409"
"3","1","6410"
"0","1","6411"
"0","1","6412"
"0","1","6413"
"0","1","6414"
"1","1","6415"
"2","1","6416"
"6","1","6417"
"6","1","6418"
"0","1","6419"
"0","1","6420"
"0","1","6421"
"0","1","6422"
"0","1","6423"
"1","1","6424"
"1","1","6425"
"11","1","6426"
"0","1","6427"
"0","1","6428"
"0","1","6429"
"0","1","6430"
"11","1","6431"
"11","1","6432"
"0","1","6433"
"0","1","6434"
"0","1","6435"
"0","1","6436"
"17","1","6437"
"0","1","6438"
"0","1","6439"
"0","1","6440"
"142","1","6441"
"0","1","6442"
"0","1","6443"
"0","1","6444"
"0","1","6445"
"18","1","6446"
"0","1","6447"
"0","1","6448"
"0","1","6449"
"0","1","6450"
"0","1","6451"
"0","1","6452"
"0","1","6453"
"0","1","6454"
"0","1","6455"
"2","1","6456"
"0","1","6457"
"0","1","6458"
"582","1","6459"
"393","1","6460"
"0","1","6461"
"0","1","6462"
"0","1","6463"
"0","1","6464"
"0","1","6465"
"0","1","6466"
"0","1","6467"
"0","1","6468"
"0","1","6469"
"0","1","6470"
"0","1","6471"
"0","1","6472"
"0","1","6473"
"0","1","6474"
"0","1","6475"
"0","1","6476"
"0","1","6477"
"0","1","6478"
"1","1","6479"
"2","1","6480"
"0","1","6481"
"0","1","6482"
"0","1","6483"
"0","1","6484"
"0","1","6485"
"0","1","6486"
"0","1","6487"
"0","1","6488"
"0","1","6489"
"30","1","6491"
"0","1","6492"
"0","1","6493"
"0","1","6494"
"0","1","6495"
"0","1","6496"
"0","1","6497"
"0","1","6498"
"0","1","6499"
"0","1","6500"
"0","1","6501"
"0","1","6502"
"1","1","6503"
"0","1","6504"
"0","1","6505"
"25","1","6506"
"0","1","6507"
"0","1","6508"
"0","1","6509"
"0","1","6510"
"0","1","6511"
"0","1","6512"
"0","1","6513"
"0","1","6514"
"0","1","6515"
"0","1","6516"
"0","1","6517"
"0","1","6518"
"0","1","6519"
"1","1","6520"
"2","1","6521"
"4","1","6522"
"13","1","6523"
"13","1","6524"
"27","1","6525"
"27","1","6526"
"29","1","6527"
"29","1","6528"
"30","1","6529"
"30","1","6530"
"30","1","6531"
"31","1","6532"
"33","1","6533"
"30","1","6534"
"35","1","6535"
"36","1","6536"
"56","1","6537"
"53","1","6538"
"53","1","6539"
"53","1","6540"
"0","1","6541"
"0","1","6542"
"0","1","6543"
"26","1","6544"
"0","1","6545"
"0","1","6546"
"0","1","6547"
"0","1","6548"
"0","1","6549"
"0","1","6550"
"0","1","6551"
"0","1","6552"
"546","1","6553"
"546","1","6554"
"0","1","6555"
"0","1","6556"
"0","1","6557"
"0","1","6558"
"546","1","6559"
"0","1","6560"
"1127","1","6561"
"1123","1","6562"
"1105","1","6563"
"1050","1","6564"
"509","1","6565"
"883","1","6566"
"936","1","6567"
"0","1","6568"
"0","1","6569"
"0","1","6570"
"0","1","6571"
"0","1","6572"
"0","1","6573"
"0","1","6574"
"0","1","6575"
"0","1","6576"
"0","1","6577"
"0","1","6578"
"0","1","6579"
"0","1","6580"
"0","1","6581"
"0","1","6582"
"2","1","6583"
"0","1","6584"
"0","1","6585"
"1365","1","6586"
"0","1","6587"
"3","1","6588"
"3","1","6589"
"0","1","6590"
"0","1","6591"
"410","1","6592"
"546","1","6593"
"0","1","6594"
"14","1","6595"
"12","1","6596"
"134","1","6597"
"2604","1","6598"
"0","1","6599"
"1","1","6600"
"0","1","6601"
"0","1","6602"
"0","1","6603"
"0","1","6604"
"0","1","6605"
"0","1","6606"
"0","1","6607"
"0","1","6608"
"0","1","6609"
"0","1","6610"
"0","1","6611"
"0","1","6612"
"0","1","6613"
"6","1","6614"
"0","1","6615"
"0","1","6616"
"0","1","6617"
"0","1","6618"
"0","1","6619"
"0","1","6620"
"0","1","6621"
"0","1","6622"
"0","1","6623"
"0","1","6624"
"391","1","6625"
"575","1","6626"
"0","1","6627"
"1","1","6628"
"0","1","6629"
"0","1","6630"
"0","1","6631"
"0","1","6632"
"0","1","6633"
"0","1","6634"
"0","1","6635"
"0","1","6636"
"0","1","6637"
"0","1","6638"
"0","1","6639"
"0","1","6640"
"0","1","6641"
"0","1","6642"
"0","1","6643"
"0","1","6644"
"0","1","6645"
"0","1","6646"
"29","1","6647"
"27","1","6648"
"32","1","6649"
"32","1","6650"
"42","1","6651"
"45","1","6652"
"42","1","6653"
"42","1","6654"
"46","1","6655"
"1","1","6656"
"1","1","6657"
"0","1","6658"
"0","1","6659"
"0","1","6660"
"1","1","6661"
"0","1","6662"
"31","1","6663"
"0","1","6664"
"257","1","6665"
"36","1","6666"
"15","1","6667"
"0","1","6668"
"0","1","6669"
"0","1","6670"
"0","1","6671"
"0","1","6672"
"0","1","6673"
"0","1","6674"
"0","1","6675"
"0","1","6676"
"12391","1","6677"
"0","1","6678"
"0","1","6679"
"0","1","6680"
"0","1","6681"
"0","1","6682"
"31","1","6683"
"32","1","6684"
"47","1","6685"
"48","1","6686"
"48","1","6687"
"0","1","6688"
"9","1","6689"
"0","1","6690"
"0","1","6691"
"0","1","6692"
"0","1","6693"
"0","1","6694"
"1","1","6695"
"0","1","6696"
"0","1","6697"
"0","1","6698"
"0","1","6699"
"0","1","6700"
"3","1","6701"
"0","1","6702"
"0","1","6703"
"0","1","6704"
"2","1","6705"
"3","1","6706"
"3","1","6707"
"3","1","6708"
"4","1","6709"
"4","1","6710"
"4","1","6711"
"4","1","6712"
"13","1","6713"
"17","1","6714"
"22","1","6715"
"22","1","6716"
"24","1","6717"
"0","1","6718"
"0","1","6719"
"0","1","6720"
"0","1","6721"
"0","1","6722"
"0","1","6723"
"40","1","6724"
"40","1","6725"
"0","1","6726"
"0","1","6727"
"1","1","6728"
"0","1","6729"
"0","1","6730"
"0","1","6731"
"0","1","6732"
"0","1","6733"
"0","1","6734"
"0","1","6735"
"529","1","6736"
"0","1","6737"
"361","1","6738"
"0","1","6739"
"0","1","6740"
"0","1","6741"
"0","1","6742"
"0","1","6743"
"0","1","6744"
"0","1","6745"
"0","1","6746"
"4","1","6747"
"195","1","6748"
"393","1","6749"
"0","1","6750"
"0","1","6751"
"0","1","6752"
"0","1","6753"
"0","1","6754"
"0","1","6755"
"0","1","6756"
"0","1","6757"
"0","1","6758"
"0","1","6759"
"0","1","6760"
"0","1","6761"
"0","1","6762"
"0","1","6763"
"0","1","6764"
"0","1","6765"
"0","1","6766"
"0","1","6767"
"0","1","6768"
"0","1","6769"
"0","1","6770"
"0","1","6771"
"22","1","6772"
"0","1","6773"
"0","1","6774"
"0","1","6775"
"0","1","6776"
"1","1","6777"
"24","1","6778"
"35","1","6779"
"35","1","6780"
"73","1","6781"
"73","1","6782"
"74","1","6783"
"0","1","6784"
"0","1","6785"
"0","1","6786"
"0","1","6787"
"0","1","6788"
"0","1","6789"
"96","1","6790"
"0","1","6791"
"0","1","6792"
"0","1","6793"
"0","1","6794"
"0","1","6795"
"0","1","6796"
"0","1","6797"
"0","1","6798"
"0","1","6799"
"0","1","6800"
"0","1","6801"
"0","1","6802"
"0","1","6803"
"0","1","6804"
"0","1","6805"
"0","1","6806"
"0","1","6807"
"0","1","6808"
"0","1","6809"
"0","1","6810"
"0","1","6811"
"22","1","6812"
"0","1","6813"
"0","1","6814"
"0","1","6815"
"0","1","6816"
"0","1","6817"
"0","1","6818"
"0","1","6819"
"19","1","6820"
"19","1","6821"
"0","1","6822"
"0","1","6823"
"46","1","6824"
"0","1","6825"
"0","1","6826"
"0","1","6827"
"6","1","6828"
"0","1","6829"
"0","1","6830"
"0","1","6831"
"0","1","6832"
"0","1","6833"
"0","1","6834"
"0","1","6835"
"0","1","6836"
"0","1","6837"
"0","1","6838"
"0","1","6839"
"0","1","6840"
"0","1","6841"
"0","1","6842"
"0","1","6843"
"0","1","6844"
"3","1","6845"
"0","1","6846"
"0","1","6847"
"0","1","6848"
"0","1","6849"
"0","1","6850"
"0","1","6851"
"425","1","6852"
"7","1","6853"
"0","1","6854"
"0","1","6855"
"15","1","6856"
"115","1","6857"
"12","1","6858"
"12","1","6859"
"0","1","6860"
"0","1","6861"
"0","1","6862"
"0","1","6863"
"0","1","6864"
"1","1","6865"
"0","1","6866"
"0","1","6867"
"0","1","6868"
"0","1","6869"
"0","1","6870"
"1","1","6871"
"0","1","6872"
"0","1","6873"
"0","1","6874"
"0","1","6875"
"0","1","6876"
"3","1","6877"
"3","1","6878"
"0","1","6879"
"0","1","6880"
"0","1","6881"
"0","1","6882"
"0","1","6883"
"0","1","6884"
"0","1","6885"
"0","1","6886"
"937","1","6887"
"0","1","6888"
"0","1","6889"
"0","1","6890"
"0","1","6891"
"26","1","6892"
"24","1","6893"
"0","1","6894"
"0","1","6895"
"0","1","6896"
"0","1","6897"
"0","1","6898"
"0","1","6899"
"0","1","6900"
"0","1","6901"
"1","1","6902"
"1","1","6903"
"0","1","6904"
"0","1","6905"
"13","1","6906"
"0","1","6907"
"0","1","6908"
"0","1","6909"
"0","1","6910"
"43","1","6911"
"0","1","6912"
"0","1","6913"
"0","1","6914"
"115","1","6915"
"138","1","6916"
"0","1","6917"
"0","1","6918"
"0","1","6919"
"0","1","6920"
"0","1","6921"
"0","1","6922"
"0","1","6923"
"0","1","6924"
"0","1","6925"
"115","1","6926"
"115","1","6927"
"115","1","6928"
"302","1","6929"
"40","1","6930"
"140","1","6931"
"0","1","6932"
"0","1","6933"
"0","1","6934"
"17","1","6935"
"0","1","6936"
"0","1","6937"
"0","1","6938"
"0","1","6939"
"0","1","6940"
"0","1","6941"
"0","1","6942"
"0","1","6943"
"488","1","6944"
"108","1","6945"
"3930","1","6946"
"0","1","6947"
"79","1","6948"
"5","1","6949"
"0","1","6950"
"624","1","6951"
"2","1","6952"
"0","1","6953"
"0","1","6954"
"0","1","6955"
"0","1","6956"
"0","1","6957"
"0","1","6958"
"0","1","6959"
"195","1","6960"
"0","1","6961"
"1","1","6962"
"2044","1","6963"
"641","1","6964"
"151","1","6965"
"0","1","6966"
"0","1","6967"
"0","1","6968"
"0","1","6969"
"0","1","6970"
"0","1","6971"
"194","1","6972"
"0","1","6973"
"0","1","6974"
"1484","1","6975"
"2592","1","6976"
"0","1","6977"
"0","1","6978"
"0","1","6979"
"24","1","6980"
"64","1","6981"
"0","1","6982"
"0","1","6983"
"0","1","6984"
"291","1","6985"
"0","1","6986"
"0","1","6987"
"0","1","6988"
"1827","1","6989"
"8","1","6990"
"9","1","6991"
"9","1","6992"
"9","1","6993"
"11","1","6994"
"11","1","6995"
"11","1","6996"
"12","1","6997"
"12","1","6998"
"25","1","6999"
"25","1","7000"
"25","1","7001"
"26","1","7002"
"27","1","7003"
"27","1","7004"
"35","1","7005"
"36","1","7006"
"37","1","7007"
"52","1","7008"
"52","1","7009"
"56","1","7010"
"58","1","7011"
"71","1","7012"
"71","1","7013"
"72","1","7014"
"74","1","7015"
"94","1","7016"
"0","1","7017"
"0","1","7018"
"318","1","7019"
"0","1","7020"
"10","1","7021"
"0","1","7022"
"0","1","7023"
"0","1","7024"
"26","1","7025"
"0","1","7026"
"0","1","7027"
"0","1","7028"
"0","1","7029"
"0","1","7030"
"9","1","7031"
"26","1","7032"
"9","1","7033"
"31","1","7034"
"27","1","7035"
"27","1","7036"
"27","1","7037"
"0","1","7038"
"0","1","7039"
"0","1","7040"
"0","1","7041"
"0","1","7042"
"0","1","7043"
"0","1","7044"
"0","1","7045"
"0","1","7046"
"0","1","7047"
"8","1","7048"
"0","1","7049"
"0","1","7050"
"0","1","7051"
"0","1","7052"
"0","1","7053"
"0","1","7054"
"0","1","7055"
"2949","1","7056"
"19","1","7057"
"0","1","7058"
"0","1","7059"
"0","1","7060"
"0","1","7061"
"0","1","7062"
"0","1","7063"
"0","1","7064"
"0","1","7065"
"0","1","7066"
"0","1","7067"
"0","1","7068"
"0","1","7069"
"0","1","7070"
"0","1","7071"
"0","1","7072"
"0","1","7073"
"0","1","7074"
"0","1","7075"
"4","1","7076"
"117","1","7077"
"355","1","7078"
"4","1","7079"
"117","1","7080"
"355","1","7081"
"117","1","7082"
"0","1","7083"
"0","1","7084"
"0","1","7085"
"0","1","7086"
"0","1","7087"
"0","1","7088"
"0","1","7089"
"0","1","7090"
"0","1","7091"
"0","1","7092"
"0","1","7093"
"0","1","7094"
"0","1","7095"
"0","1","7096"
"0","1","7097"
"0","1","7098"
"0","1","7099"
"0","1","7100"
"0","1","7101"
"0","1","7102"
"6514","1","7103"
"0","1","7104"
"0","1","7105"
"0","1","7106"
"365","1","7107"
"677","1","7108"
"25","1","7109"
"0","1","7110"
"0","1","7111"
"0","1","7112"
"0","1","7113"
"0","1","7114"
"0","1","7115"
"26","1","7116"
"0","1","7117"
"37","1","7118"
"0","1","7119"
"23","1","7120"
"0","1","7121"
"0","1","7122"
"937","1","7123"
"0","1","7124"
"106","1","7125"
"0","1","7126"
"0","1","7127"
"44","1","7128"
"0","1","7129"
"4","1","7130"
"94","1","7131"
"96","1","7132"
"0","1","7133"
"203","1","7134"
"486","1","7135"
"0","1","7136"
"93","1","7137"
"94","1","7138"
"2","1","7139"
"96","1","7140"
"0","1","7141"
"24","1","7142"
"0","1","7143"
"0","1","7144"
"0","1","7146"
"0","1","7147"
"1","1","7148"
"2","1","7149"
"2","1","7150"
"2","1","7151"
"82","1","7152"
"0","1","7153"
"0","1","7154"
"5","1","7155"
"0","1","7156"
"0","1","7157"
"0","1","7158"
"0","1","7159"
"0","1","7160"
"0","1","7161"
"6","1","7162"
"6","1","7163"
"1","1","7164"
"0","1","7165"
"0","1","7166"
"0","1","7167"
"0","1","7168"
"0","1","7169"
"0","1","7170"
"0","1","7171"
"2","1","7172"
"0","1","7173"
"0","1","7174"
"0","1","7175"
"48","1","7176"
"48","1","7177"
"66","1","7178"
"66","1","7179"
"66","1","7180"
"50","1","7181"
"69","1","7182"
"69","1","7183"
"66","1","7184"
"0","1","7185"
"0","1","7186"
"116","1","7187"
"0","1","7188"
"0","1","7189"
"1710","1","7190"
"0","1","7191"
"0","1","7192"
"0","1","7193"
"0","1","7194"
"0","1","7195"
"0","1","7196"
"0","1","7197"
"0","1","7198"
"0","1","7199"
"4","1","7200"
"0","1","7201"
"0","1","7202"
"0","1","7203"
"0","1","7204"
"0","1","7205"
"0","1","7206"
"0","1","7207"
"0","1","7208"
"0","1","7209"
"0","1","7210"
"0","1","7211"
"0","1","7212"
"0","1","7213"
"1","1","7214"
"0","1","7215"
"0","1","7216"
"6","1","7217"
"6","1","7218"
"0","1","7219"
"4","1","7220"
"0","1","7221"
"0","1","7222"
"0","1","7223"
"0","1","7224"
"0","1","7225"
"0","1","7226"
"0","1","7227"
"0","1","7228"
"0","1","7229"
"108","1","7230"
"0","1","7231"
"1","1","7232"
"108","1","7233"
"0","1","7234"
"0","1","7235"
"0","1","7236"
"0","1","7237"
"0","1","7238"
"0","1","7239"
"0","1","7240"
"0","1","7241"
"0","1","7242"
"0","1","7243"
"0","1","7244"
"0","1","7245"
"0","1","7246"
"0","1","7247"
"0","1","7248"
"0","1","7249"
"0","1","7250"
"0","1","7251"
"0","1","7252"
"0","1","7253"
"0","1","7254"
"0","1","7255"
"0","1","7256"
"0","1","7257"
"0","1","7258"
"0","1","7259"
"0","1","7260"
"73","1","7261"
"0","1","7262"
"0","1","7263"
"0","1","7264"
"0","1","7265"
"4","1","7266"
"16","1","7267"
"161","1","7268"
"161","1","7269"
"17","1","7270"
"110","1","7271"
"0","1","7272"
"189","1","7273"
"0","1","7274"
"0","1","7275"
"190","1","7276"
"0","1","7277"
"0","1","7279"
"0","1","7280"
"0","1","7281"
"0","1","7282"
"0","1","7283"
"0","1","7284"
"0","1","7285"
"0","1","7286"
"0","1","7287"
"0","1","7288"
"0","1","7289"
"0","1","7290"
"0","1","7291"
"0","1","7292"
"254","1","7293"
"0","1","7294"
"0","1","7295"
"0","1","7296"
"0","1","7297"
"82","1","7298"
"0","1","7299"
"6984","1","7300"
"2","1","7301"
"18","1","7302"
"12833","1","7303"
"6144","1","7304"
"5878","1","7305"
"0","1","7306"
"0","1","7307"
"0","1","7308"
"0","1","7309"
"0","1","7310"
"0","1","7311"
"0","1","7312"
"0","1","7313"
"0","1","7314"
"0","1","7315"
"0","1","7316"
"3","1","7317"
"0","1","7318"
"0","1","7319"
"0","1","7320"
"0","1","7321"
"120","1","7322"
"0","1","7323"
"0","1","7324"
"0","1","7325"
"0","1","7326"
"0","1","7327"
"0","1","7328"
"0","1","7329"
"0","1","7330"
"0","1","7331"
"0","1","7332"
"0","1","7333"
"0","1","7334"
"0","1","7335"
"17","1","7336"
"0","1","7337"
"0","1","7338"
"0","1","7339"
"0","1","7340"
"0","1","7341"
"71","1","7342"
"140","1","7343"
"0","1","7344"
"98","1","7345"
"85","1","7346"
"13","1","7347"
"0","1","7348"
"0","1","7349"
"0","1","7350"
"0","1","7351"
"0","1","7352"
"1","1","7353"
"7","1","7354"
"5","1","7355"
"0","1","7356"
"0","1","7357"
"25","1","7358"
"0","1","7359"
"0","1","7360"
"65","1","7361"
"5","1","7362"
"0","1","7363"
"0","1","7364"
"0","1","7365"
"0","1","7366"
"0","1","7367"
"24","1","7368"
"24","1","7369"
"41","1","7370"
"0","1","7371"
"52","1","7372"
"44","1","7373"
"47","1","7374"
"27","1","7375"
"0","1","7376"
"0","1","7377"
"0","1","7378"
"0","1","7379"
"111","1","7380"
"0","1","7381"
"5","1","7382"
"0","1","7383"
"0","1","7384"
"26","1","7385"
"0","1","7386"
"0","1","7387"
"0","1","7388"
"0","1","7389"
"0","1","7390"
"1","1","7391"
"0","1","7392"
"1","1","7393"
"1","1","7394"
"2","1","7395"
"0","1","7396"
"0","1","7397"
"0","1","7398"
"315","1","7399"
"311","1","7400"
"18","1","7401"
"0","1","7402"
"0","1","7403"
"334","1","7404"
"1","1","7405"
"0","1","7406"
"1088","1","7407"
"1088","1","7408"
"0","1","7409"
"2086","1","7410"
"0","1","7411"
"2086","1","7412"
"2093","1","7413"
"0","1","7414"
"1","1","7415"
"0","1","7416"
"0","1","7417"
"0","1","7418"
"0","1","7419"
"0","1","7420"
"0","1","7421"
"0","1","7422"
"0","1","7423"
"3","1","7424"
"0","1","7425"
"20","1","7426"
"0","1","7427"
"0","1","7428"
"0","1","7429"
"0","1","7430"
"0","1","7431"
"0","1","7432"
"0","1","7433"
"24","1","7434"
"645","1","7435"
"113","1","7436"
"109","1","7437"
"0","1","7438"
"11","1","7439"
"11","1","7440"
"11","1","7441"
"11","1","7442"
"113","1","7443"
"0","1","7444"
"0","1","7445"
"0","1","7446"
"2093","1","7447"
"2093","1","7448"
"23","1","7449"
"115","1","7450"
"0","1","7451"
"1","1","7452"
"120","1","7453"
"119","1","7454"
"120","1","7455"
"117","1","7456"
"0","1","7457"
"0","1","7458"
"0","1","7459"
"0","1","7460"
"1","1","7461"
"2","1","7462"
"119","1","7463"
"0","1","7464"
"0","1","7465"
"120","1","7466"
"0","1","7467"
"0","1","7468"
"0","1","7469"
"0","1","7470"
"0","1","7471"
"0","1","7472"
"0","1","7473"
"0","1","7474"
"0","1","7475"
"0","1","7476"
"0","1","7477"
"0","1","7478"
"0","1","7479"
"0","1","7480"
"0","1","7481"
"65","1","7482"
"0","1","7483"
"1616","1","7484"
"1535","1","7485"
"134","1","7486"
"134","1","7487"
"134","1","7488"
"2093","1","7489"
"2140","1","7490"
"0","1","7491"
"2","1","7492"
"2140","1","7493"
"2295","1","7494"
"2345","1","7495"
"0","1","7496"
"5","1","7497"
"5","1","7498"
"0","1","7499"
"0","1","7500"
"0","1","7501"
"0","1","7502"
"0","1","7503"
"0","1","7504"
"0","1","7505"
"0","1","7506"
"0","1","7507"
"0","1","7508"
"0","1","7509"
"138","1","7510"
"0","1","7511"
"0","1","7512"
"6","1","7513"
"6","1","7514"
"5","1","7515"
"5","1","7516"
"6","1","7517"
"29","1","7518"
"29","1","7519"
"5","1","7520"
"29","1","7521"
"5","1","7522"
"5","1","7523"
"5","1","7524"
"0","1","7525"
"1","1","7526"
"0","1","7527"
"0","1","7528"
"0","1","7529"
"0","1","7530"
"0","1","7531"
"0","1","7532"
"0","1","7533"
"0","1","7534"
"13","1","7535"
"17","1","7536"
"17","1","7537"
"15","1","7538"
"24","1","7539"
"13","1","7540"
"23","1","7541"
"0","1","7542"
"94","1","7543"
"1","1","7544"
"0","1","7545"
