PScore_6052,Weight_6052,MatchId,Id,锘縄D,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
0.504998378,1,12583,2149,2149,,3,9465,2015/11/28 13:12,2015/11/28 17:42,4,2,1,4,4,7,3,1,
0.438379112,1,14158,2150,2150,,2,9465,2015/11/28 13:12,2015/11/28 17:18,4,2,1,4,3,6,3,0,
0.502472538,1,3545,2151,2151,,1,9485,2015/11/12 14:43,2015/11/12 14:43,0,2,1,2,4,7,2,1,
0.502472538,1,1822,2152,2152,,1,9485,2015/11/12 14:43,2015/11/12 14:43,0,2,1,2,4,7,2,0,
0.380939408,1,6755,2153,2153,,1,9487,2015/11/28 15:48,2015/11/28 15:48,0,2,1,6,3,4,2,1,
0.53089938,1,2155,2154,2154,,2,9487,2015/11/28 15:48,2015/11/28 17:26,1,2,1,7,4,8,2,0,
0.53089938,1,2154,2155,2155,,2,9487,2015/11/28 15:48,2015/11/28 17:26,1,2,1,7,4,8,2,1,
0.347688852,1,2895,2156,2156,,2,9489,2015/11/27 11:16,2015/11/27 16:42,5,2,2,10,2,4,3,1,
0.356819236,1,2909,2157,2157,,1,9489,2015/11/27 11:16,2015/11/27 12:03,0,2,2,10,3,3,3,1,
0.47658229,1,2925,2158,2158,,3,9489,2015/11/27 11:16,2015/11/27 20:34,9,2,2,10,4,6,3,1,
0.603820271,1,1631,2159,2159,,1,9491,2015/11/28 8:08,2015/11/28 8:09,0,2,1,8,6,8,1,0,
0.603820271,1,14303,2160,2160,,1,9491,2015/11/28 8:08,2015/11/28 8:09,0,2,1,8,6,8,1,0,
0.247094392,1,1492,2161,2161,,4,9493,2015/11/6 8:31,2015/11/27 13:00,508,2,3,288,1,1,4,0,
0.408217098,1,1649,2162,2162,,2,9495,2015/11/27 18:28,2015/11/27 21:06,2,2,3,127,3,5,2,0,
0.435983098,1,1650,2163,2163,,1,9495,2015/11/27 18:28,2015/11/27 18:28,0,2,3,127,3,6,2,0,
0.435983098,1,14274,2164,2164,,1,9495,2015/11/27 18:28,2015/11/27 18:28,0,2,3,127,3,6,2,0,
0.435983098,1,14276,2165,2165,,1,9495,2015/11/27 18:28,2015/11/27 18:28,0,2,3,127,3,6,2,0,
0.471512965,1,13485,2166,2166,,1,9497,2015/11/27 19:11,2015/11/27 19:11,0,2,1,2,4,6,1,1,
0.413017996,1,13518,2167,2167,,1,9499,2015/11/5 14:19,2015/11/5 14:19,0,2,1,2,3,5,4,1,
0.413017996,1,13534,2168,2168,,1,9499,2015/11/5 14:19,2015/11/5 14:19,0,2,1,2,3,5,4,1,
0.43173632,1,13808,2169,2169,,4,9501,2015/11/11 1:47,2015/11/12 10:55,33,2,21,483,2,7,4,1,
0.43173632,1,13832,2170,2170,,4,9501,2015/11/11 1:47,2015/11/12 10:55,33,2,21,483,2,7,4,1,
0.43173632,1,13951,2171,2171,,4,9501,2015/11/11 1:47,2015/11/12 10:55,33,2,21,483,2,7,4,1,
0.43173632,1,14061,2172,2172,,4,9501,2015/11/11 1:47,2015/11/12 10:55,33,2,21,483,2,7,4,1,
0.43173632,1,14239,2173,2173,,4,9501,2015/11/11 1:47,2015/11/12 10:55,33,2,21,483,2,7,4,1,
